,Relative Gain,Fold,Prototype,Data Dimension,Center Dimension,Data Set
40,0.7858089094881835,1,flag_mean,1,8,gse73072_hrv_48_64
41,0.7622593197184302,2,flag_mean,1,8,gse73072_hrv_48_64
42,0.3096989018663543,3,flag_mean,1,8,gse73072_hrv_48_64
43,0.9635499223067179,4,flag_mean,1,8,gse73072_hrv_48_64
44,0.613088264464742,0,flag_median,1,8,gse73072_hrv_48_64
45,0.6818070649244756,1,flag_median,1,8,gse73072_hrv_48_64
46,0.7034638342166919,2,flag_median,1,8,gse73072_hrv_48_64
47,0.7897512006831104,4,flag_median,1,8,gse73072_hrv_48_64
48,0.902578617942019,0,flag_mean,2,1,gse73072_hrv_48_64
49,0.9268038637590537,1,flag_mean,2,1,gse73072_hrv_48_64
50,0.9058880374241438,2,flag_mean,2,1,gse73072_hrv_48_64
51,0.3686140498869077,3,flag_mean,2,1,gse73072_hrv_48_64
52,0.8215739374560973,2,flag_median,2,1,gse73072_hrv_48_64
53,0.372560890404255,3,flag_median,2,1,gse73072_hrv_48_64
54,0.8608409490996132,4,flag_median,2,1,gse73072_hrv_48_64
55,-0.1431445592647227,0,flag_mean,2,2,gse73072_hrv_48_64
56,-0.14114966273030594,1,flag_mean,2,2,gse73072_hrv_48_64
57,-0.19509120602894947,2,flag_mean,2,2,gse73072_hrv_48_64
58,-0.0928112047954559,3,flag_mean,2,2,gse73072_hrv_48_64
59,-0.1644247823738182,4,flag_mean,2,2,gse73072_hrv_48_64
60,-0.15093814011194306,0,flag_median,2,2,gse73072_hrv_48_64
61,-0.1394984906003619,1,flag_median,2,2,gse73072_hrv_48_64
62,-0.1860502836230249,2,flag_median,2,2,gse73072_hrv_48_64
63,-0.07573985701716313,3,flag_median,2,2,gse73072_hrv_48_64
64,-0.19863855321847224,4,flag_median,2,2,gse73072_hrv_48_64
65,-0.07786859415758418,0,flag_mean,2,4,gse73072_hrv_48_64
66,-0.13507567725069325,1,flag_mean,2,4,gse73072_hrv_48_64
67,-0.14792455109087932,2,flag_mean,2,4,gse73072_hrv_48_64
68,-0.09263677011191762,3,flag_mean,2,4,gse73072_hrv_48_64
69,-0.05413834387082994,4,flag_mean,2,4,gse73072_hrv_48_64
70,-0.10001053889917211,0,flag_median,2,4,gse73072_hrv_48_64
71,-0.14168481244766107,1,flag_median,2,4,gse73072_hrv_48_64
72,-0.12012778209323716,2,flag_median,2,4,gse73072_hrv_48_64
73,-0.08815049459332458,3,flag_median,2,4,gse73072_hrv_48_64
74,-0.07768245997596646,4,flag_median,2,4,gse73072_hrv_48_64
75,-3.9797309892009025e-09,0,flag_mean,2,8,gse73072_hrv_48_64
76,-3.979212070959193e-09,1,flag_mean,2,8,gse73072_hrv_48_64
77,-3.829082828588071e-09,2,flag_mean,2,8,gse73072_hrv_48_64
78,-2.5586379681641347e-09,3,flag_mean,2,8,gse73072_hrv_48_64
79,-4.3702498286890545e-09,4,flag_mean,2,8,gse73072_hrv_48_64
80,-0.024221654104927715,0,flag_median,2,8,gse73072_hrv_48_64
81,-0.026274318403339603,1,flag_median,2,8,gse73072_hrv_48_64
82,-0.011326237721353216,2,flag_median,2,8,gse73072_hrv_48_64
83,-0.0238577731540347,3,flag_median,2,8,gse73072_hrv_48_64
84,-0.009102262527032279,4,flag_median,2,8,gse73072_hrv_48_64
85,0.375693800999763,0,eigengene,1,1,gse73072_hrv_48_64_False
86,0.22542990515139927,1,eigengene,1,1,gse73072_hrv_48_64_False
87,0.24978401382770588,2,eigengene,1,1,gse73072_hrv_48_64_False
88,0.2835968615236577,3,eigengene,1,1,gse73072_hrv_48_64_False
89,0.27903134625284687,4,eigengene,1,1,gse73072_hrv_48_64_False
90,0.7223337415815665,1,flag_mean,1,1,gse73072_hrv_48_64_False
91,0.7310750280796483,2,flag_mean,1,1,gse73072_hrv_48_64_False
92,0.9429451829544953,3,flag_mean,1,1,gse73072_hrv_48_64_False
93,0.7350939712534166,1,flag_median,1,1,gse73072_hrv_48_64_False
94,0.8069340143452197,2,flag_median,1,1,gse73072_hrv_48_64_False
95,0.7860309528318681,4,flag_median,1,1,gse73072_hrv_48_64_False
96,1.2692624120143186,0,module_expression,1,1,gse73072_hrv_48_64_False
97,0.6735293755973875,1,module_expression,1,1,gse73072_hrv_48_64_False
98,1.6862009393284016,2,module_expression,1,1,gse73072_hrv_48_64_False
99,1.9519380932887782,3,module_expression,1,1,gse73072_hrv_48_64_False
100,0.8158599090967991,4,module_expression,1,1,gse73072_hrv_48_64_False
101,0.3322750347311072,0,eigengene,1,2,gse73072_hrv_48_64_False
102,0.229765069192289,1,eigengene,1,2,gse73072_hrv_48_64_False
103,0.19755834306087183,2,eigengene,1,2,gse73072_hrv_48_64_False
104,0.26818251611104027,3,eigengene,1,2,gse73072_hrv_48_64_False
105,0.20033931700665453,4,eigengene,1,2,gse73072_hrv_48_64_False
106,0.6571467548220442,4,flag_mean,1,2,gse73072_hrv_48_64_False
107,0.5152539697028002,2,flag_median,1,2,gse73072_hrv_48_64_False
108,0.21956299296633164,1,eigengene,1,4,gse73072_hrv_48_64_False
109,0.3388683266624155,4,eigengene,1,4,gse73072_hrv_48_64_False
110,0.7634921573986619,0,flag_mean,1,4,gse73072_hrv_48_64_False
111,0.5153838595649365,1,flag_mean,1,4,gse73072_hrv_48_64_False
112,0.49606123841358984,2,flag_mean,1,4,gse73072_hrv_48_64_False
113,0.5682357454629305,3,flag_mean,1,4,gse73072_hrv_48_64_False
114,0.44551484248113127,4,flag_mean,1,4,gse73072_hrv_48_64_False
115,0.43923457295064905,1,flag_median,1,4,gse73072_hrv_48_64_False
116,0.5045577300571122,2,flag_median,1,4,gse73072_hrv_48_64_False
117,0.4158590218890357,4,flag_median,1,4,gse73072_hrv_48_64_False
118,0.3700873861830214,0,eigengene,1,8,gse73072_hrv_48_64_False
119,0.22565871519131497,1,eigengene,1,8,gse73072_hrv_48_64_False
120,0.2607663263575746,3,eigengene,1,8,gse73072_hrv_48_64_False
121,0.3076413906432143,4,eigengene,1,8,gse73072_hrv_48_64_False
122,0.7122285576485263,0,flag_mean,1,8,gse73072_hrv_48_64_False
123,0.4405579569625322,1,flag_mean,1,8,gse73072_hrv_48_64_False
124,0.46716897867576757,3,flag_mean,1,8,gse73072_hrv_48_64_False
125,0.4547831934738349,4,flag_mean,1,8,gse73072_hrv_48_64_False
126,0.6208042067843738,0,flag_median,1,8,gse73072_hrv_48_64_False
127,0.41282686771830224,1,flag_median,1,8,gse73072_hrv_48_64_False
128,0.40136524672842233,3,flag_median,1,8,gse73072_hrv_48_64_False
129,0.3802533506164192,4,flag_median,1,8,gse73072_hrv_48_64_False
130,0.7295556809052544,2,flag_mean,2,1,gse73072_hrv_48_64_False
131,0.8526213919087924,3,flag_mean,2,1,gse73072_hrv_48_64_False
132,0.7405654440597829,4,flag_mean,2,1,gse73072_hrv_48_64_False
133,1.1039814882540644,0,flag_median,2,1,gse73072_hrv_48_64_False
134,0.7275649296584923,2,flag_median,2,1,gse73072_hrv_48_64_False
135,0.7757126050644247,4,flag_median,2,1,gse73072_hrv_48_64_False
136,0.016109171132441702,0,flag_mean,2,2,gse73072_hrv_48_64_False
137,-0.09508545087716402,1,flag_mean,2,2,gse73072_hrv_48_64_False
138,-0.07211792623655155,2,flag_mean,2,2,gse73072_hrv_48_64_False
139,-0.06817588394557328,3,flag_mean,2,2,gse73072_hrv_48_64_False
140,-0.07591874034311274,4,flag_mean,2,2,gse73072_hrv_48_64_False
141,0.004427794513202521,0,flag_median,2,2,gse73072_hrv_48_64_False
142,-0.10089321717241517,1,flag_median,2,2,gse73072_hrv_48_64_False
143,-0.054272181253704255,2,flag_median,2,2,gse73072_hrv_48_64_False
144,-0.07478289667226878,3,flag_median,2,2,gse73072_hrv_48_64_False
145,-0.06148960525223579,4,flag_median,2,2,gse73072_hrv_48_64_False
146,0.009341003898559741,0,flag_mean,2,4,gse73072_hrv_48_64_False
147,-0.07942150944290027,1,flag_mean,2,4,gse73072_hrv_48_64_False
148,-0.02656446325260664,2,flag_mean,2,4,gse73072_hrv_48_64_False
149,-0.06689958815401853,3,flag_mean,2,4,gse73072_hrv_48_64_False
150,-0.059941530880188054,4,flag_mean,2,4,gse73072_hrv_48_64_False
151,-0.0010159571216624697,0,flag_median,2,4,gse73072_hrv_48_64_False
152,-0.040562676486059046,1,flag_median,2,4,gse73072_hrv_48_64_False
153,-0.019019987879979383,2,flag_median,2,4,gse73072_hrv_48_64_False
154,-0.05937440622326995,3,flag_median,2,4,gse73072_hrv_48_64_False
155,-0.06291305354069354,4,flag_median,2,4,gse73072_hrv_48_64_False
156,-5.165705529996956e-09,0,flag_mean,2,8,gse73072_hrv_48_64_False
157,-4.088144267555549e-09,1,flag_mean,2,8,gse73072_hrv_48_64_False
158,-3.9800034379311455e-09,2,flag_mean,2,8,gse73072_hrv_48_64_False
159,-4.373732265250396e-09,3,flag_mean,2,8,gse73072_hrv_48_64_False
160,-4.156787136722073e-09,4,flag_mean,2,8,gse73072_hrv_48_64_False
161,0.05361321075694825,0,flag_median,2,8,gse73072_hrv_48_64_False
162,-0.008497996965963206,1,flag_median,2,8,gse73072_hrv_48_64_False
163,0.010136621048061567,2,flag_median,2,8,gse73072_hrv_48_64_False
164,0.02218981769106443,3,flag_median,2,8,gse73072_hrv_48_64_False
165,0.017671064357771105,4,flag_median,2,8,gse73072_hrv_48_64_False
166,0.4397383452109358,0,eigengene,1,1,gse73072_hrv_48_64_True
167,0.4516383686439309,1,eigengene,1,1,gse73072_hrv_48_64_True
168,0.36529440333434215,2,eigengene,1,1,gse73072_hrv_48_64_True
169,0.12854847105139622,3,eigengene,1,1,gse73072_hrv_48_64_True
170,0.49640286597709116,4,eigengene,1,1,gse73072_hrv_48_64_True
171,1.089434357358714,0,flag_mean,1,1,gse73072_hrv_48_64_True
172,1.1254020007824321,2,flag_mean,1,1,gse73072_hrv_48_64_True
173,0.5522426241700773,3,flag_mean,1,1,gse73072_hrv_48_64_True
174,0.6836094598393954,3,flag_median,1,1,gse73072_hrv_48_64_True
175,1.8782674264571138,0,module_expression,1,1,gse73072_hrv_48_64_True
176,1.7538776811940466,1,module_expression,1,1,gse73072_hrv_48_64_True
177,1.842206114669394,2,module_expression,1,1,gse73072_hrv_48_64_True
178,0.6025015837391332,3,module_expression,1,1,gse73072_hrv_48_64_True
179,2.0483751429064876,4,module_expression,1,1,gse73072_hrv_48_64_True
180,0.34839393830931353,0,eigengene,1,2,gse73072_hrv_48_64_True
181,0.3449311187001658,1,eigengene,1,2,gse73072_hrv_48_64_True
182,0.26023526613656456,2,eigengene,1,2,gse73072_hrv_48_64_True
183,0.10103517992424216,3,eigengene,1,2,gse73072_hrv_48_64_True
184,0.4065305365591354,4,eigengene,1,2,gse73072_hrv_48_64_True
185,0.8045684819241183,0,flag_mean,1,2,gse73072_hrv_48_64_True
186,0.49208986216998496,3,flag_mean,1,2,gse73072_hrv_48_64_True
187,0.7879736042516248,1,flag_median,1,2,gse73072_hrv_48_64_True
188,0.5237092156749636,3,flag_median,1,2,gse73072_hrv_48_64_True
189,0.7446136482727803,4,flag_median,1,2,gse73072_hrv_48_64_True
190,0.3535895987049673,2,eigengene,1,4,gse73072_hrv_48_64_True
191,0.5947544806505056,4,eigengene,1,4,gse73072_hrv_48_64_True
192,0.8213057491034481,0,flag_mean,1,4,gse73072_hrv_48_64_True
193,0.7570668552952373,1,flag_mean,1,4,gse73072_hrv_48_64_True
194,0.7159649908644834,2,flag_mean,1,4,gse73072_hrv_48_64_True
195,0.39565212128602667,3,flag_mean,1,4,gse73072_hrv_48_64_True
196,0.8017055937098869,4,flag_mean,1,4,gse73072_hrv_48_64_True
197,0.7201393784540542,0,flag_median,1,4,gse73072_hrv_48_64_True
198,0.7700696297441381,1,flag_median,1,4,gse73072_hrv_48_64_True
199,0.44955708598647637,3,flag_median,1,4,gse73072_hrv_48_64_True
200,0.6478892011415145,4,flag_median,1,4,gse73072_hrv_48_64_True
201,0.7199075183325758,0,eigengene,1,8,gse73072_hrv_48_64_True
202,0.5664528884060935,1,eigengene,1,8,gse73072_hrv_48_64_True
203,0.6487979887913409,2,eigengene,1,8,gse73072_hrv_48_64_True
204,0.10299251004278887,3,eigengene,1,8,gse73072_hrv_48_64_True
205,0.7901109480863082,0,flag_mean,1,8,gse73072_hrv_48_64_True
206,0.6324984084966552,1,flag_mean,1,8,gse73072_hrv_48_64_True
207,0.6564136382698067,2,flag_mean,1,8,gse73072_hrv_48_64_True
208,0.8899738482193946,4,flag_mean,1,8,gse73072_hrv_48_64_True
209,0.7023943906149746,0,flag_median,1,8,gse73072_hrv_48_64_True
210,0.70059409630494,1,flag_median,1,8,gse73072_hrv_48_64_True
211,0.6276023822043582,2,flag_median,1,8,gse73072_hrv_48_64_True
212,0.7764818386746339,4,flag_median,1,8,gse73072_hrv_48_64_True
213,1.025075729540509,0,flag_mean,2,1,gse73072_hrv_48_64_True
214,0.965889024618505,1,flag_mean,2,1,gse73072_hrv_48_64_True
215,0.6482967813144447,3,flag_mean,2,1,gse73072_hrv_48_64_True
216,1.1316037547699014,4,flag_mean,2,1,gse73072_hrv_48_64_True
217,0.6357736837621775,3,flag_median,2,1,gse73072_hrv_48_64_True
218,-0.11809604603963897,0,flag_mean,2,2,gse73072_hrv_48_64_True
219,-0.14899294380387684,1,flag_mean,2,2,gse73072_hrv_48_64_True
220,-0.17460186257200327,2,flag_mean,2,2,gse73072_hrv_48_64_True
221,-0.051194395241696444,3,flag_mean,2,2,gse73072_hrv_48_64_True
222,-0.11275321411087524,4,flag_mean,2,2,gse73072_hrv_48_64_True
223,-0.1147287911549264,0,flag_median,2,2,gse73072_hrv_48_64_True
224,-0.15552307215225436,1,flag_median,2,2,gse73072_hrv_48_64_True
225,-0.20680665195616943,2,flag_median,2,2,gse73072_hrv_48_64_True
226,-0.05713675406342955,3,flag_median,2,2,gse73072_hrv_48_64_True
227,-0.11314507936095464,4,flag_median,2,2,gse73072_hrv_48_64_True
228,-0.09750556925784415,0,flag_mean,2,4,gse73072_hrv_48_64_True
229,-0.0672240380025586,1,flag_mean,2,4,gse73072_hrv_48_64_True
230,-0.15579386565507725,2,flag_mean,2,4,gse73072_hrv_48_64_True
231,-0.04373055221361333,3,flag_mean,2,4,gse73072_hrv_48_64_True
232,-0.08009177423104374,4,flag_mean,2,4,gse73072_hrv_48_64_True
233,-0.1183108707834506,0,flag_median,2,4,gse73072_hrv_48_64_True
234,-0.09272119496694098,1,flag_median,2,4,gse73072_hrv_48_64_True
235,-0.1563839297895041,2,flag_median,2,4,gse73072_hrv_48_64_True
236,-0.02877308991309735,3,flag_median,2,4,gse73072_hrv_48_64_True
237,-0.09166790130444391,4,flag_median,2,4,gse73072_hrv_48_64_True
238,-4.264578357116022e-09,0,flag_mean,2,8,gse73072_hrv_48_64_True
239,-4.0802765610692404e-09,1,flag_mean,2,8,gse73072_hrv_48_64_True
240,-4.211148207922122e-09,2,flag_mean,2,8,gse73072_hrv_48_64_True
241,-2.904413376469961e-09,3,flag_mean,2,8,gse73072_hrv_48_64_True
242,-4.516618079541956e-09,4,flag_mean,2,8,gse73072_hrv_48_64_True
243,-0.017933413396463038,0,flag_median,2,8,gse73072_hrv_48_64_True
244,-0.020002807402041634,1,flag_median,2,8,gse73072_hrv_48_64_True
245,-0.022593174790170534,2,flag_median,2,8,gse73072_hrv_48_64_True
246,0.01977561011414619,3,flag_median,2,8,gse73072_hrv_48_64_True
247,0.04345572638847939,4,flag_median,2,8,gse73072_hrv_48_64_True
248,2.232723088828538,0,eigengene,1,1,salmonella_Liver
249,1.279220538260227,1,eigengene,1,1,salmonella_Liver
250,1.125518660985648,2,eigengene,1,1,salmonella_Liver
251,1.1465671861945745,3,eigengene,1,1,salmonella_Liver
252,0.8647575516264441,4,eigengene,1,1,salmonella_Liver
253,2.81812756979211,0,flag_mean,1,1,salmonella_Liver
254,1.586615751208571,1,flag_mean,1,1,salmonella_Liver
255,1.467559469886592,2,flag_mean,1,1,salmonella_Liver
256,1.55901220334948,3,flag_mean,1,1,salmonella_Liver
257,1.4538044750858852,4,flag_mean,1,1,salmonella_Liver
258,2.772909804684044,0,flag_median,1,1,salmonella_Liver
259,1.62408787457966,1,flag_median,1,1,salmonella_Liver
260,1.5874993277131852,2,flag_median,1,1,salmonella_Liver
261,1.4597985009814547,3,flag_median,1,1,salmonella_Liver
262,1.475914132063786,4,flag_median,1,1,salmonella_Liver
263,2.881896946096821,0,module_expression,1,1,salmonella_Liver
264,1.6700025708869952,1,module_expression,1,1,salmonella_Liver
265,1.353144240556576,2,module_expression,1,1,salmonella_Liver
266,1.4884536435610953,3,module_expression,1,1,salmonella_Liver
267,1.2998512164024585,4,module_expression,1,1,salmonella_Liver
268,2.2392853114995734,0,eigengene,1,2,salmonella_Liver
269,1.2721310609339342,1,eigengene,1,2,salmonella_Liver
270,1.0305031974300394,2,eigengene,1,2,salmonella_Liver
271,1.3540884874245003,3,eigengene,1,2,salmonella_Liver
272,1.3835520199224445,1,flag_mean,1,2,salmonella_Liver
273,1.3758186513852988,4,flag_mean,1,2,salmonella_Liver
274,2.772766904702647,0,flag_median,1,2,salmonella_Liver
275,1.5887873166166702,1,flag_median,1,2,salmonella_Liver
276,1.4314965694276207,4,flag_median,1,2,salmonella_Liver
277,2.7024162990643155,0,eigengene,1,4,salmonella_Liver
278,1.291203150140587,1,eigengene,1,4,salmonella_Liver
279,1.2974830229728647,2,eigengene,1,4,salmonella_Liver
280,0.889207174596548,3,eigengene,1,4,salmonella_Liver
281,1.2783838943676198,4,eigengene,1,4,salmonella_Liver
282,2.2266901331352607,0,flag_mean,1,4,salmonella_Liver
283,1.933055375309808,1,flag_mean,1,4,salmonella_Liver
284,1.5753960766447217,2,flag_mean,1,4,salmonella_Liver
285,1.5228237095024113,3,flag_mean,1,4,salmonella_Liver
286,1.4385438435548354,4,flag_mean,1,4,salmonella_Liver
287,2.304875769155921,0,flag_median,1,4,salmonella_Liver
288,1.6428181389497265,1,flag_median,1,4,salmonella_Liver
289,1.4248630172526693,3,flag_median,1,4,salmonella_Liver
290,1.414862674770903,4,flag_median,1,4,salmonella_Liver
291,2.17341663357012,0,eigengene,1,8,salmonella_Liver
292,1.2197925628795603,1,eigengene,1,8,salmonella_Liver
293,1.252527133270454,2,eigengene,1,8,salmonella_Liver
294,0.9185858606722417,3,eigengene,1,8,salmonella_Liver
295,0.9885790462087527,4,eigengene,1,8,salmonella_Liver
296,1.9543452751944241,0,flag_mean,1,8,salmonella_Liver
297,1.271728227484576,1,flag_mean,1,8,salmonella_Liver
298,1.3455293436335212,2,flag_mean,1,8,salmonella_Liver
299,0.9444032917856673,3,flag_mean,1,8,salmonella_Liver
300,1.0078065595480772,4,flag_mean,1,8,salmonella_Liver
301,2.109688767734623,0,flag_median,1,8,salmonella_Liver
302,1.2739749522305703,1,flag_median,1,8,salmonella_Liver
303,0.9710901789549571,3,flag_median,1,8,salmonella_Liver
304,0.9985885316307046,4,flag_median,1,8,salmonella_Liver
305,2.7008137155960905,0,flag_mean,2,1,salmonella_Liver
306,1.1636396654679322,1,flag_mean,2,1,salmonella_Liver
307,1.2574678049400956,2,flag_mean,2,1,salmonella_Liver
308,1.1800123787388106,3,flag_mean,2,1,salmonella_Liver
309,1.1413875886129188,4,flag_mean,2,1,salmonella_Liver
310,2.415305443754189,0,flag_median,2,1,salmonella_Liver
311,1.3962634942880094,1,flag_median,2,1,salmonella_Liver
312,1.3015502905275715,2,flag_median,2,1,salmonella_Liver
313,1.2398957455873187,3,flag_median,2,1,salmonella_Liver
314,1.172813498436212,4,flag_median,2,1,salmonella_Liver
315,-0.24752332003029442,0,flag_mean,2,2,salmonella_Liver
316,-0.02204506424048014,1,flag_mean,2,2,salmonella_Liver
317,-0.08834455542583597,2,flag_mean,2,2,salmonella_Liver
318,-0.11637055745449021,3,flag_mean,2,2,salmonella_Liver
319,0.03475859577897422,4,flag_mean,2,2,salmonella_Liver
320,-0.17068832311503912,0,flag_median,2,2,salmonella_Liver
321,-0.0018276317885586035,1,flag_median,2,2,salmonella_Liver
322,-0.08659108263266424,2,flag_median,2,2,salmonella_Liver
323,-0.08354254896509672,3,flag_median,2,2,salmonella_Liver
324,0.08573688642079524,4,flag_median,2,2,salmonella_Liver
325,-0.0031873019035657535,0,flag_mean,2,4,salmonella_Liver
326,-0.12714312608425726,1,flag_mean,2,4,salmonella_Liver
327,-0.08411227684641942,2,flag_mean,2,4,salmonella_Liver
328,-0.1409825698800714,3,flag_mean,2,4,salmonella_Liver
329,-0.07161963772916746,4,flag_mean,2,4,salmonella_Liver
330,-0.0252175887405649,0,flag_median,2,4,salmonella_Liver
331,-0.00821364508699396,1,flag_median,2,4,salmonella_Liver
332,-0.024534249984405232,2,flag_median,2,4,salmonella_Liver
333,-0.082389290268293,3,flag_median,2,4,salmonella_Liver
334,-0.014908702143172525,4,flag_median,2,4,salmonella_Liver
335,-1.3178460878116027e-08,0,flag_mean,2,8,salmonella_Liver
336,-9.83947145982711e-09,1,flag_mean,2,8,salmonella_Liver
337,-9.799787203945698e-09,2,flag_mean,2,8,salmonella_Liver
338,-9.430411673783112e-09,3,flag_mean,2,8,salmonella_Liver
339,-9.647139198598609e-09,4,flag_mean,2,8,salmonella_Liver
340,0.17735697380082005,0,flag_median,2,8,salmonella_Liver
341,0.07867599888390808,1,flag_median,2,8,salmonella_Liver
342,0.037805373557728394,2,flag_median,2,8,salmonella_Liver
343,0.02240056121250178,3,flag_median,2,8,salmonella_Liver
344,0.0367141148953265,4,flag_median,2,8,salmonella_Liver
345,0.23532862822343037,0,eigengene,1,1,salmonella_Liver_susceptible
346,0.32769919653677126,1,eigengene,1,1,salmonella_Liver_susceptible
347,-0.27618082433042335,2,eigengene,1,1,salmonella_Liver_susceptible
348,0.6401282766224035,3,eigengene,1,1,salmonella_Liver_susceptible
349,-0.10004714133566783,4,eigengene,1,1,salmonella_Liver_susceptible
350,0.5998153603506224,0,flag_mean,1,1,salmonella_Liver_susceptible
351,0.597276734444379,1,flag_mean,1,1,salmonella_Liver_susceptible
352,-0.20971485315170046,2,flag_mean,1,1,salmonella_Liver_susceptible
353,0.8619214978627021,3,flag_mean,1,1,salmonella_Liver_susceptible
354,0.3547686288153131,4,flag_mean,1,1,salmonella_Liver_susceptible
355,0.6013844421045489,0,flag_median,1,1,salmonella_Liver_susceptible
356,0.6006024754711068,1,flag_median,1,1,salmonella_Liver_susceptible
357,-0.1324424501328838,2,flag_median,1,1,salmonella_Liver_susceptible
358,0.9138511698987735,3,flag_median,1,1,salmonella_Liver_susceptible
359,0.37174378682215226,4,flag_median,1,1,salmonella_Liver_susceptible
360,0.7813671968775602,1,module_expression,1,1,salmonella_Liver_susceptible
361,1.0067301236980768,3,module_expression,1,1,salmonella_Liver_susceptible
362,0.24041557938624458,4,module_expression,1,1,salmonella_Liver_susceptible
363,-0.03606900968707927,0,eigengene,1,2,salmonella_Liver_susceptible
364,0.25667018874868264,1,eigengene,1,2,salmonella_Liver_susceptible
365,-0.35804325963421646,2,eigengene,1,2,salmonella_Liver_susceptible
366,-0.0790476912372573,4,eigengene,1,2,salmonella_Liver_susceptible
367,-0.19550617490709055,1,eigengene,1,4,salmonella_Liver_susceptible
368,0.26873903559301815,3,eigengene,1,4,salmonella_Liver_susceptible
369,-0.1450099792848466,0,flag_mean,1,4,salmonella_Liver_susceptible
370,-0.06419367093549311,1,flag_mean,1,4,salmonella_Liver_susceptible
371,-0.4848719785724074,2,flag_mean,1,4,salmonella_Liver_susceptible
372,0.1055590702853002,3,flag_mean,1,4,salmonella_Liver_susceptible
373,-0.07062646215846691,1,flag_median,1,4,salmonella_Liver_susceptible
374,-0.45442235657145547,2,flag_median,1,4,salmonella_Liver_susceptible
375,0.1798597507745503,3,flag_median,1,4,salmonella_Liver_susceptible
376,5.639807352122021,3,eigengene,1,8,salmonella_Liver_susceptible
377,3.8898843964874104,1,flag_mean,1,8,salmonella_Liver_susceptible
378,4.043117632829304,0,flag_median,1,8,salmonella_Liver_susceptible
379,5.407072308268323,1,flag_median,1,8,salmonella_Liver_susceptible
380,2.2619888154662116,2,flag_median,1,8,salmonella_Liver_susceptible
381,5.638545483613434,3,flag_median,1,8,salmonella_Liver_susceptible
382,3.8980438216530713,4,flag_median,1,8,salmonella_Liver_susceptible
383,0.08824734602533613,0,flag_mean,2,1,salmonella_Liver_susceptible
384,0.43086544906218394,1,flag_mean,2,1,salmonella_Liver_susceptible
385,-0.3447039942969389,2,flag_mean,2,1,salmonella_Liver_susceptible
386,0.4555245137335906,3,flag_mean,2,1,salmonella_Liver_susceptible
387,0.0311974707502769,4,flag_mean,2,1,salmonella_Liver_susceptible
388,0.35401401295692625,0,flag_median,2,1,salmonella_Liver_susceptible
389,0.44489025138881355,1,flag_median,2,1,salmonella_Liver_susceptible
